분류,건축구분,대지위치,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),증축연면적(제곱미터),건폐율(퍼센트),용적률(퍼센트),취소구분,허가_신고일,효력상실일,착공처리일,사용승인일,최대지상층수,최대지하층수,주용도,부속용도,용도지역,용도지구,용도구역,세대수,호수,가구수,데이터기준일자
건축허가,용도변경,서울특별시 광진구 구의동 234-5,375.2,197.88,1340.13,,52.74,287.72,,2014-04-08,,,2014-05-26,6,1,제1종근린생활시설,,일반주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 17-5,1904.8,799.11,2742.05,,41.95,120.62,,2014-04-08,,,2014-05-27,4,1,업무시설,"업무시설,근린생활시설",제3종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 화양동 111-121,215,98.83,467.73,,45.97,171.58,,2014-04-08,,,2014-06-27,4,1,제2종근린생활시설,일반음식점,일반상업지역,,제1종지구단위계획구역,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 102-13,175.5,104.8,262.41,,59.71,149.52,,2014-04-08,,2014-04-24,2014-08-26,4,0,공동주택,다세대주택,도시지역,대공방어협조구역,가축사육제한구역,6,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 화양동 7-3,2291.3,1041.51,24945.96,,45.45,791.17,,2014-04-03,,,,19,5,업무시설,"업무시설,판매시설,교육연구시설,제1,2종근린생활시설",일반상업지역,중심지미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 능동 283-4,263.5,154.35,984.6,,58.5769,291.7154,,2014-04-02,,,2014-05-14,6,1,단독주택,제2종 및 제1종 근린생활시설,도시지역,역사문화미관지구,,,,3,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 237-44,108.1,64.68,213.98,,59.83,197.95,,2014-04-02,,2014-04-07,2014-07-14,5,0,단독주택,근생 및 다가구주택 (3가구),제2종일반주거지역,,,,,3,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 150-332,155.9,92.72,359.13,,59.47,173.68,,2014-04-02,,2014-04-15,2014-09-17,4,1,단독주택,다가구,제2종일반주거지역,,,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 21-3,238,141.12,451.61,,59.29,189.75,,2014-03-31,,2014-04-09,2014-08-29,5,0,공동주택,다세대,제2종일반주거지역,,지구단위계획구역,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 17-46,159.77,93.78,500.34,,58.69,313.16,,2014-03-31,,2014-04-24,2014-09-18,7,0,제2종근린생활시설,도시형생활주택,도시지역,,준주거지역,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 158-28,137.2,78,489.55,,56.85,322.43,,2014-03-31,,2014-05-07,2014-12-15,7,1,제2종근린생활시설,다가구(2가구),도시지역,,,,,2,2023-01-28
건축허가,용도변경,서울특별시 광진구 군자동 466-8,324.3,150.57,646.23,,46.43,157.17,,2014-03-28,,,2014-03-31,4,1,제1종근린생활시설,의약품 ,제3종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 25-2,123.3,70.56,183.67,,57.23,148.96,,2014-03-28,,2014-04-15,2014-07-29,4,0,공동주택,다세대주택,제1종일반주거지역,,,4,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 224-60,199.26,119.04,356.23,,59.74,178.78,,2014-03-28,,2014-04-28,2014-10-02,4,0,단독주택,"제2종근린생활시설,다가구주택",도시지역,대공방어협조구역,상수원보호기타,,,7,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 47-44,151.1,90.48,244.1,,59.88,161.55,,2014-03-28,,2014-04-03,2014-08-20,4,0,단독주택,다가구주택(6가구),제2종일반주거지역,,대공방어 협조구역,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 13-66,184.5,109.68,337.85,,59.45,183.12,,2014-03-28,,2014-04-24,2014-09-02,5,0,공동주택,다세대주택,제2종일반주거지역,,,6,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 232-9,211.2,126.42,371.76,,59.86,176.02,,2014-03-28,,2014-04-03,2014-08-22,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,7,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 235-8 외1필지,227.25,113.4,560.14,,49.9,246.49,,2014-03-28,,2014-04-08,2014-09-01,6,0,공동주택,단지형다세대주택,제3종일반주거지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 667-9,165.9,94.5,328.76,,56.96,198.16,,2014-03-28,,2014-04-04,2014-09-04,5,0,공동주택,다세대주택,도시지역,,,6,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 군자동 146-10,97,62.15,145.36,,64.07,141.34,,2014-03-27,,2014-03-28,2014-05-19,3,1,제1종근린생활시설,"제2종근린생활시설, 주택",도시지역,대공방어협조구역,학교환경위생정화구역,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 628-1 외1필지,315.9,156.04,658.02,,49.39,208.3,,2014-03-27,,2014-04-09,2014-08-18,6,0,공동주택,단지형다세대주택,제3종일반주거지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 21-4,188.1,96.01,412.97,,51.04,148.17,,2014-03-26,,2014-03-28,2014-09-04,4,1,공동주택,다세대주택,제1종일반주거지역,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 251-177 외1필지,659.4,386.8,2727.68,,58.65,399.64,,2014-03-26,,2014-04-02,2015-01-30,10,1,업무시설,"(오피스텔),도시형생활주택(아파트/원룸형)",도시지역,중심지미관지구,,29,24,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 608-18,193.7,114.62,386.68,,59.17,199.63,,2014-03-26,,2014-05-13,2014-10-08,5,0,단독주택,"제2종근린생활시설,다가가주택",도시지역,대공방어협조구역,학교환경위생정화구역,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 636-1,180,106.81,341.13,,59.33,189.51,,2014-03-26,,2014-04-15,2014-08-11,5,0,단독주택,근생 및 다가구주택,제2종일반주거지역,,,,,7,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 204-33,171.8,102.84,343.16,,59.86,199.74,,2014-03-25,,2014-04-01,2014-08-25,5,0,공동주택,근생시설/다세대주택,제2종일반주거지역,,,6,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 206-21 외1필지,167.8,98.29,324.11,,58.58,193.15,,2014-03-25,,2014-04-02,2014-09-04,5,0,제1종근린생활시설,다가구주택,도시지역,대공방어협조구역,상수원보호기타,,,3,2023-01-28
건축허가,대수선,서울특별시 광진구 화양동 202,403,240.03,772.27,,59.56,157.05,,2014-03-24,,2014-03-28,2014-04-22,3,1,제1종근린생활시설,,일반상업지역,중심지미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 119-25,155.4,76.56,325.64,,49.27,209.55,,2014-03-24,,2014-04-18,2014-09-23,5,0,단독주택,근생 및 다가구주택,제3종일반주거지역,,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 30-54,202.6,121.52,384.02,,59.98,189.55,,2014-03-24,,2014-03-31,2014-07-11,5,0,단독주택,"다가구주택(5가구),근린생활시설",제2종일반주거지역,,,,,5,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 767-4,1026,550.57,6789.05,,53.66,433.77,,2014-03-21,,,2014-07-24,9,4,업무시설,근린생활시설,제3종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 246-3,353.7,176.34,726.27,,49.86,176.77,,2014-03-20,,2014-04-22,2014-12-30,5,0,공동주택,다세대주택,,,,11,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 204-1,215.5,128.75,429.86,,59.74,199.47,,2014-03-19,,2014-04-01,2014-08-26,5,0,공동주택,근생시설/다세대주택,제2종일반주거지역,,학교환경위생정화구역,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 256-1 외1필지,304.7,179.36,607.03,,58.86,199.22,,2014-03-19,,2014-03-21,2014-07-21,5,0,단독주택,근생 및 다가구주택,도시지역,,,,,11,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 253-42,165.5,98.79,315.07,,59.69,190.37,,2014-03-19,,2014-04-18,2014-11-04,5,0,단독주택,"다가구주택,제2종 근린생활시설",제2종일반주거지역,,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 610-2,268,156.66,529.44,,58.4552,197.5522,,2014-03-19,,2014-04-07,2014-07-29,5,0,공동주택,"도시형생활주택,제1종근린생활시설",도시지역,대공방어협조구역,학교환경위생정화구역,8,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 769-10,543.6,324.3,3873.03,,59.6578,559.9246,,2014-03-17,,,2014-03-28,11,2,업무시설,,도시지역,중심지미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 29-18,165.3,96.56,422.79,,58.415,197.3624,취소,2014-03-17,,,,5,1,공동주택,근생 및 도시형생활주택,도시지역,대공방어협조구역,학교환경위생정화구역,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 341-2,182.5,108,707.04,,59.18,343.63,,2014-03-17,,2014-04-17,2014-10-17,8,1,제2종근린생활시설,"사무소,학원 및 다가구(5)",도시지역,,제1종지구단위계획구역,,,5,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 41-16,448.6,222.96,1781.81,,49.7,244.9,,2014-03-14,,,2014-04-23,5,2,제1종근린생활시설,노유자시설,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 639-17 외1필지,248.9,148.75,795.86,,59.76,319.75,,2014-03-14,,2014-03-21,2014-12-17,7,0,제2종근린생활시설,근생 및 다가구주택,도시지역,,제1종지구단위계획구역,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 254-79,157.7,78.3,288.37,,49.65,182.86,,2014-03-14,,2014-03-21,2014-09-18,5,0,제2종근린생활시설,다가구주택(6가구),제3종일반주거지역,,,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 11-39,139.6,83.52,251.2,,59.83,179.94,,2014-03-13,,2014-03-14,2014-06-19,4,0,제2종근린생활시설,다가구주택(4가구),제2종일반주거지역,,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 30-38,202.3,121.31,517.39,,59.97,198.41,,2014-03-12,,2014-03-28,2014-07-25,4,1,공동주택,다세대주택,제2종일반주거지역,,지구단위계획구역,8,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 광장동 333 외4필지,833,367.34,2536.34,,44.1,217.31,,2014-03-11,,,2014-03-13,5,2,제2종근린생활시설,근린생활시설,제2종일반주거지역,대공방어협조구역,상수원보호기타,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 63-3,188.1,112.11,376.15,,59.6,199.97,,2014-03-11,,2014-03-17,2014-07-14,5,0,공동주택,근생 및 다가구 주택,제2종일반주거지역,,,,,6,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 31-43,245.1,146.6,557.44,9.9,59.81,227.43,,2014-03-11,,,2014-04-08,4,,공동주택,다세대 주택,제2종일반주거지역,,,8,,,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 31-43,245.1,146.6,567.34,9.9,59.81,231.47,,2014-03-11,,,2014-04-09,4,,공동주택,다세대주택,,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 649-9,164.3,93.57,620.18,,56.95,377.47,,2014-03-10,,2015-03-19,2015-09-11,8,0,제2종근린생활시설,사무소 및 단독주택,도시지역,,제1종지구단위계획구역,,6,1,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 546-4,25260.3,13319.84,259730.85,,52.73,579.97,취소,2014-03-07,,,,39,6,판매시설,"업무시설,운동시설,관람집회시설",,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 299,317,168.38,471.2,,53.12,148.64,,2014-03-07,,2014-03-21,2014-07-29,5,0,공동주택,도시형생활주택(단지형다세대주택-8),제1종일반주거지역,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 1-22,127.3,63.48,305.98,,49.86,240.36,,2014-03-07,,2014-06-09,2015-01-05,5,0,제2종근린생활시설,다중생활시설,도시지역,대공방어협조구역,제1종지구단위계획구역,,13,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 651-2,159.7,95.44,259.18,,59.76,162.3,,2014-03-06,,2014-04-02,2014-09-18,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,8,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 479,228.6,104.32,489.75,,45.63,214.24,,2014-03-05,,2014-03-24,2014-08-14,6,0,제2종근린생활시설,다가구주택(9가구),제3종일반주거지역,역사문화미관지구,,,,9,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 61-34 외1필지,305.1,182.82,604.71,,59.92,198.2,,2014-03-05,,2014-03-24,2014-09-16,5,0,제2종근린생활시설,사무소및다가구주택,제2종일반주거지역,,,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 30-40,195.7,116.55,391.1,,59.56,199.85,,2014-03-04,,2014-03-05,2014-06-23,6,0,공동주택,다세대주택 및 제2종근린생활시설,제2종일반주거지역,,지구단위계획구역,5,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 259-6,404.3,241.67,782.54,,59.78,193.55,,2014-02-28,,2014-04-09,2014-08-29,5,0,공동주택,다세대 주택,도시지역,,,14,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 236-47,332.9,189.43,1760.16,,56.9,391.3,,2014-02-28,,2014-04-17,2015-04-20,9,2,업무시설,"공동주택(다세대주택), 제1종근린생활시설",도시지역,중심지미관지구,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 252-13 외1필지,231.7,138.86,694.32,,59.93,299.66,,2014-02-27,,2014-03-07,2014-07-22,7,0,공동주택,"다세대4,도시형-원룸4,사무소",준주거지역,,제1종지구단위계획구역,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 33-57,162.3,97.11,315.73,,59.83,194.53,,2014-02-25,,2014-03-07,2014-06-05,5,0,공동주택,"근,생및다세대주택5",제2종일반주거지역,,제1종지구단위계획구역,5,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 33-17,154.03,91.67,306.69,,59.51,199.11,,2014-02-25,,2014-03-14,2014-07-31,5,0,단독주택,"다가구주택,근린생활시설",제2종일반주거지역,,,,,4,2023-01-28
건축허가,대수선,서울특별시 광진구 자양동 658-162,247.5,148.25,746.09,,59.899,237.802,,2014-02-24,,2014-03-11,2014-05-14,4,1,제1종근린생활시설,소매점,제3종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 122-35,236.4,141.24,470.33,,59.75,198.96,,2014-02-24,,2014-05-19,2014-12-08,6,0,공동주택,다세대주택(8세대),,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 252-60,131.2,78.5,262.22,,59.83,199.86,,2014-02-24,,2014-03-31,2014-07-18,5,0,단독주택,근생및 다가구,제2종일반주거지역,,,,,6,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 229-16,128,59.54,175.74,9.67,46.5156,137.2969,,2014-02-24,,2014-02-25,2014-04-10,4,,공동주택,다세대주택,건축용도지역기타,대공방어협조구역,상수원보호기타,6,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 76-15,926.6,292.52,1268.34,,31.5692,77.21,,2014-02-20,,2014-05-12,2015-04-07,4,1,공동주택,다세대주택,제1종일반주거지역,최고고도지구,,14,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 695-8 외1필지,270.1,161.43,533.81,,59.77,197.63,,2014-02-20,,2014-02-26,2014-08-01,5,0,공동주택,다세대,제2종일반주거지역,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 236-55,208.9,101.46,291.64,,48.57,139.61,,2014-02-19,,2014-03-04,2014-05-26,4,0,단독주택,다가구,제3종일반주거지역,,,,,6,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 231-12,70.68,45,87.89,36.17,53.38,114.84,,2014-02-19,,2014-02-26,2014-04-24,2,1,단독주택,,도시지역,,,,,1,2023-01-28
건축신고,용도변경,서울특별시 광진구 자양동 799-5,350.4,169.92,735.26,,48.49,161.34,,2014-02-19,,,2014-02-28,4,1,제2종근린생활시설,주택,제2종일반주거지역,,,,,2,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 201-6,690.6,407.38,3114.02,,58.99,399.55,,2014-02-18,,,2014-02-25,8,1,교육연구시설,학원,제3종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 246-15,773.9,366.39,1947.02,,47.34,181.37,,2014-02-17,,,2014-02-25,4,1,제2종근린생활시설,,일반상업지역,일반미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 195-9,166,99.1,314.55,,59.7,189.49,,2014-02-14,,2014-02-21,2014-06-09,4,0,단독주택,근린생활시설 및 다가구주택(5가구),제2종일반주거지역,,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 33-9,234,139.96,350.51,,59.81,149.79,,2014-02-13,,2014-03-17,2014-07-21,4,0,단독주택,다가구주택및1종근생,제1종일반주거지역,,,,,9,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 631-13,134.5,79.53,255.22,,59.13,189.75,,2014-02-13,,2014-02-28,2014-07-08,4,0,단독주택,"다가구주택, 근린생활시설",도시지역,,학교환경위생정화구역,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 59-13,166,96.72,317.57,,58.27,191.31,,2014-02-13,,2014-02-17,2014-06-18,4,0,단독주택,다가구주택및근린생활시설,도시지역,,,,,3,2023-01-28
